Sales Person,Country,Product,Date,Amount,Boxes Shipped
Wilone O'Kielt,Australia,Fruit & Nut Bars,15/06/2024,$472.27,101
Dennison Crosswaite,UK,Peanut Butter Cubes,07/02/2024,"$9,771.87",158
Karlen McCaffrey,Australia,Almond Choco,08/07/2024,"$8,130.06",140
Dennison Crosswaite,India,Milk Bars,21/04/2024,"$1,624.06",96
Ches Bonnell,UK,Mint Chip Choco,08/04/2024,"$2,984.40",214
Husein Augar,Australia,50% Dark Bites,19/08/2024,"$15,593.50",56
Jan Morforth,India,Fruit & Nut Bars,04/05/2024,"$3,387.76",60
Mallorie Waber,USA,85% Dark Bars,11/05/2024,"$2,847.18",115
Mallorie Waber,USA,Eclairs,22/03/2024,"$7,511.77",49
Dennison Crosswaite,Canada,Spicy Special Slims,10/08/2024,"$2,711.58",216
Dennison Crosswaite,USA,Fruit & Nut Bars,04/05/2024,"$1,673.44",314
Kelci Walkden,USA,99% Dark & Pure,18/08/2024,"$8,853.16",261
Dotty Strutley,Canada,Raspberry Choco,03/08/2024,"$4,722.39",258
Marney O'Breen,New Zealand,Milk Bars,14/01/2024,"$8,408.12",318
Madelene Upcott,Australia,Choco Coated Almonds,08/04/2024,"$2,442.36",78
Kelci Walkden,UK,Orange Choco,01/08/2024,"$4,010.08",3
Dennison Crosswaite,Canada,Eclairs,15/03/2024,$492.21,45
Karlen McCaffrey,India,Mint Chip Choco,15/07/2024,"$11,650.88",192
Barr Faughny,New Zealand,Almond Choco,13/01/2024,"$6,426.04",132
Mallorie Waber,Australia,85% Dark Bars,26/08/2024,"$2,665.28",54
Ches Bonnell,Canada,Eclairs,10/01/2024,"$2,048.58",170
Gigi Bohling,Australia,White Choc,11/05/2024,"$6,267.19",83
Beverie Moffet,New Zealand,85% Dark Bars,30/08/2024,"$12,886.26",21
Kaine Padly,USA,Caramel Stuffed Bars,21/07/2024,"$6,143.64",117
Mallorie Waber,Australia,Almond Choco,01/08/2024,"$8,273.83",130
Brien Boise,Canada,85% Dark Bars,17/02/2024,"$12,163.59",264
Brien Boise,Australia,Drinking Coco,27/07/2024,"$7,192.41",159
Dotty Strutley,USA,Orange Choco,23/02/2024,"$1,452.94",112
Rafaelita Blaksland,Australia,50% Dark Bites,22/03/2024,"$3,375.83",41
Dennison Crosswaite,India,99% Dark & Pure,23/06/2024,"$8,328.80",327
Curtice Advani,UK,White Choc,01/02/2024,"$1,634.54",70
Kelci Walkden,Australia,After Nines,02/03/2024,"$8,265.41",298
Gigi Bohling,UK,Fruit & Nut Bars,06/04/2024,"$1,448.10",92
Gunar Cockshoot,Australia,Raspberry Choco,17/03/2024,$709.53,77
Curtice Advani,UK,Fruit & Nut Bars,24/06/2024,"$12,197.19",135
Barr Faughny,Canada,50% Dark Bites,19/07/2024,"$10,917.59",302
Curtice Advani,USA,Spicy Special Slims,11/07/2024,"$1,679.89",287
Brien Boise,India,Almond Choco,13/01/2024,"$2,303.17",225
Oby Sorrel,New Zealand,Smooth Sliky Salty,07/07/2024,"$9,261.26",65
Jan Morforth,India,85% Dark Bars,25/05/2024,"$5,252.80",415
Marney O'Breen,India,Fruit & Nut Bars,13/04/2024,"$5,385.55",161
Andria Kimpton,New Zealand,50% Dark Bites,02/03/2024,"$3,741.19",222
Gunar Cockshoot,Canada,Raspberry Choco,23/06/2024,"$2,223.49",127
Kelci Walkden,USA,Drinking Coco,26/07/2024,"$7,720.37",156
Van Tuxwell,Canada,White Choc,22/03/2024,$468.09,3
Rafaelita Blaksland,USA,Baker's Choco Chips,09/06/2024,"$3,083.39",55
Van Tuxwell,Australia,Caramel Stuffed Bars,17/05/2024,"$6,898.94",58
Ches Bonnell,New Zealand,Peanut Butter Cubes,04/03/2024,"$1,036.05",291
Kelci Walkden,Canada,Milk Bars,07/07/2024,"$17,518.04",28
Dennison Crosswaite,Canada,Choco Coated Almonds,13/01/2024,"$11,691.86",128
Curtice Advani,Australia,Almond Choco,13/07/2024,"$3,136.53",74
Madelene Upcott,Australia,85% Dark Bars,16/06/2024,"$1,677.71",325
Gigi Bohling,UK,50% Dark Bites,18/07/2024,"$8,937.37",66
Ches Bonnell,UK,Manuka Honey Choco,30/05/2024,"$4,761.38",406
Gigi Bohling,UK,70% Dark Bites,21/06/2024,$942.02,84
Jehu Rudeforth,Australia,Peanut Butter Cubes,24/06/2024,"$6,623.03",39
Marney O'Breen,India,Eclairs,13/01/2024,"$4,067.36",94
Curtice Advani,Canada,Fruit & Nut Bars,04/04/2024,"$4,712.55",211
Kaine Padly,UK,Smooth Sliky Salty,08/06/2024,"$9,571.30",594
Karlen McCaffrey,Canada,Spicy Special Slims,02/08/2024,"$6,779.99",46
Kelci Walkden,USA,Organic Choco Syrup,21/07/2024,"$10,772.46",150
Curtice Advani,India,Spicy Special Slims,20/06/2024,$189.34,140
Roddy Speechley,India,After Nines,22/06/2024,"$3,015.47",115
Camilla Castle,Australia,Caramel Stuffed Bars,02/05/2024,"$3,538.27",16
Curtice Advani,Australia,99% Dark & Pure,07/01/2024,"$5,196.97",87
Mallorie Waber,UK,50% Dark Bites,21/02/2024,"$6,654.14",102
Ches Bonnell,Canada,Baker's Choco Chips,21/03/2024,"$8,639.19",402
Van Tuxwell,UK,Drinking Coco,04/04/2024,"$6,397.05",136
Gunar Cockshoot,Canada,Fruit & Nut Bars,24/03/2024,"$14,596.37",196
Gunar Cockshoot,New Zealand,Spicy Special Slims,28/06/2024,"$7,712.91",192
Gunar Cockshoot,Australia,Drinking Coco,14/01/2024,"$2,456.77",188
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,07/02/2024,"$1,435.27",138
Dennison Crosswaite,New Zealand,Drinking Coco,11/01/2024,"$4,324.48",202
Jehu Rudeforth,India,99% Dark & Pure,25/02/2024,"$2,207.76",247
Dotty Strutley,Australia,Mint Chip Choco,01/08/2024,"$7,571.51",26
Roddy Speechley,Australia,Mint Chip Choco,05/05/2024,"$7,189.76",262
Madelene Upcott,New Zealand,Raspberry Choco,18/05/2024,"$10,858.21",451
Dotty Strutley,New Zealand,Choco Coated Almonds,04/01/2024,"$6,524.65",369
Roddy Speechley,New Zealand,50% Dark Bites,09/05/2024,"$4,624.45",212
Rafaelita Blaksland,India,Smooth Sliky Salty,06/05/2024,"$1,961.82",80
Husein Augar,UK,White Choc,13/01/2024,"$12,782.63",158
Roddy Speechley,Australia,Almond Choco,24/06/2024,"$4,928.30",71
Van Tuxwell,USA,Caramel Stuffed Bars,14/02/2024,"$1,115.84",22
Camilla Castle,Australia,99% Dark & Pure,18/01/2024,"$5,346.62",109
Kaine Padly,India,Milk Bars,02/05/2024,"$3,168.11",93
Ches Bonnell,Australia,Smooth Sliky Salty,16/05/2024,"$9,007.92",52
Mallorie Waber,USA,Almond Choco,28/01/2024,"$7,400.07",383
Kaine Padly,Canada,99% Dark & Pure,24/06/2024,"$1,420.22",422
Oby Sorrel,UK,After Nines,18/07/2024,"$2,555.95",109
Gunar Cockshoot,UK,Eclairs,13/04/2024,"$4,059.65",175
Dotty Strutley,USA,Caramel Stuffed Bars,15/04/2024,"$18,581.37",83
Jan Morforth,India,Peanut Butter Cubes,04/01/2024,"$8,813.58",182
Husein Augar,Australia,Eclairs,04/07/2024,"$7,914.74",31
Beverie Moffet,USA,Smooth Sliky Salty,24/03/2024,"$2,787.72",342
Camilla Castle,Australia,Manuka Honey Choco,17/03/2024,$681.71,170
Oby Sorrel,Australia,Almond Choco,15/02/2024,"$6,827.53",241
Jan Morforth,USA,Orange Choco,29/06/2024,"$1,082.00",158
Gigi Bohling,USA,Fruit & Nut Bars,24/05/2024,"$2,966.98",121
Mallorie Waber,UK,Milk Bars,10/01/2024,"$3,951.74",287
Curtice Advani,USA,Raspberry Choco,15/03/2024,"$3,151.23",144
Marney O'Breen,Canada,Milk Bars,08/02/2024,"$2,672.67",317
Brien Boise,India,Caramel Stuffed Bars,25/02/2024,"$1,742.37",106
Gunar Cockshoot,USA,Eclairs,03/05/2024,"$7,301.31",42
Roddy Speechley,USA,Fruit & Nut Bars,14/06/2024,"$6,322.14",26
Gunar Cockshoot,India,50% Dark Bites,09/08/2024,"$13,731.44",82
Wilone O'Kielt,New Zealand,Manuka Honey Choco,11/07/2024,"$4,051.88",253
Kaine Padly,UK,Manuka Honey Choco,14/01/2024,"$8,474.69",115
Van Tuxwell,Canada,Manuka Honey Choco,24/02/2024,"$9,426.56",49
Wilone O'Kielt,New Zealand,Almond Choco,15/03/2024,"$9,770.28",154
Oby Sorrel,New Zealand,Baker's Choco Chips,25/04/2024,"$14,234.61",45
Dennison Crosswaite,Australia,Organic Choco Syrup,10/05/2024,"$6,885.01",40
Marney O'Breen,Australia,Spicy Special Slims,23/06/2024,"$14,687.62",293
Beverie Moffet,Canada,Smooth Sliky Salty,28/02/2024,"$16,585.43",388
Brien Boise,USA,Organic Choco Syrup,25/05/2024,"$17,415.67",148
Roddy Speechley,New Zealand,Baker's Choco Chips,22/02/2024,"$5,954.47",236
Van Tuxwell,UK,85% Dark Bars,11/07/2024,"$4,179.91",140
Marney O'Breen,Canada,Spicy Special Slims,03/01/2024,"$3,939.95",365
Rafaelita Blaksland,New Zealand,70% Dark Bites,24/08/2024,$791.19,280
Beverie Moffet,USA,50% Dark Bites,28/07/2024,"$2,941.65",360
Brien Boise,USA,Mint Chip Choco,25/05/2024,"$12,476.68",162
Karlen McCaffrey,New Zealand,Eclairs,06/05/2024,"$2,817.14",191
Barr Faughny,India,Drinking Coco,28/01/2024,"$2,411.52",144
Marney O'Breen,UK,Orange Choco,06/06/2024,"$13,072.74",11
Brien Boise,New Zealand,Baker's Choco Chips,12/07/2024,"$6,790.41",26
Ches Bonnell,Canada,Spicy Special Slims,05/08/2024,"$6,092.47",201
Brien Boise,USA,Orange Choco,28/01/2024,"$7,185.50",152
Kaine Padly,India,Spicy Special Slims,31/08/2024,"$6,170.80",138
Mallorie Waber,USA,50% Dark Bites,19/04/2024,"$1,945.05",14
Mallorie Waber,UK,Mint Chip Choco,29/06/2024,"$6,767.42",2
Beverie Moffet,India,Choco Coated Almonds,24/02/2024,"$3,911.69",254
Madelene Upcott,UK,Smooth Sliky Salty,04/03/2024,"$16,733.76",88
Gigi Bohling,India,Eclairs,21/06/2024,"$3,916.92",74
Rafaelita Blaksland,Australia,Organic Choco Syrup,26/01/2024,"$1,082.69",106
Oby Sorrel,New Zealand,White Choc,10/06/2024,"$4,822.33",42
Andria Kimpton,UK,Drinking Coco,23/05/2024,"$1,827.45",66
Kelci Walkden,India,Milk Bars,15/04/2024,"$1,142.41",111
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,31/01/2024,"$6,290.89",232
Andria Kimpton,New Zealand,Organic Choco Syrup,04/03/2024,"$5,616.01",43
Barr Faughny,New Zealand,After Nines,19/04/2024,"$11,250.69",91
Beverie Moffet,UK,Almond Choco,16/05/2024,"$2,799.42",104
Oby Sorrel,Australia,Raspberry Choco,17/02/2024,"$1,157.88",114
Dennison Crosswaite,USA,Raspberry Choco,18/01/2024,"$7,049.32",273
Roddy Speechley,Canada,Orange Choco,09/02/2024,"$9,460.50",84
Mallorie Waber,Canada,Orange Choco,23/03/2024,"$4,173.73",175
Madelene Upcott,New Zealand,Caramel Stuffed Bars,01/02/2024,"$4,005.08",150
Mallorie Waber,India,Drinking Coco,07/03/2024,"$4,650.58",143
Ches Bonnell,UK,White Choc,03/01/2024,"$3,814.56",220
Ches Bonnell,USA,White Choc,11/02/2024,"$6,321.35",325
Dennison Crosswaite,New Zealand,Orange Choco,16/03/2024,"$5,245.53",144
Dotty Strutley,India,White Choc,15/08/2024,"$12,998.67",317
Gigi Bohling,India,Manuka Honey Choco,12/05/2024,"$5,932.12",79
Van Tuxwell,India,Spicy Special Slims,11/04/2024,"$6,811.55",4
Jan Morforth,New Zealand,Mint Chip Choco,30/06/2024,"$21,381.14",311
Dotty Strutley,New Zealand,White Choc,15/06/2024,"$8,423.36",63
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,01/08/2024,"$7,951.43",109
Kaine Padly,USA,Milk Bars,15/06/2024,"$18,389.10",62
Brien Boise,India,After Nines,16/06/2024,"$6,555.46",45
Oby Sorrel,New Zealand,Raspberry Choco,13/05/2024,"$5,129.71",270
Dennison Crosswaite,USA,Drinking Coco,10/05/2024,"$2,399.02",149
Oby Sorrel,India,Eclairs,25/08/2024,"$6,096.53",344
Ches Bonnell,New Zealand,Organic Choco Syrup,15/07/2024,"$8,134.67",83
Gigi Bohling,UK,Baker's Choco Chips,16/05/2024,"$9,969.65",449
Jan Morforth,Australia,50% Dark Bites,14/06/2024,"$3,894.16",173
Beverie Moffet,Australia,Smooth Sliky Salty,25/01/2024,"$11,533.35",491
Ches Bonnell,USA,Organic Choco Syrup,28/07/2024,"$8,754.31",14
Brien Boise,Canada,Mint Chip Choco,28/01/2024,"$5,475.65",194
Kaine Padly,UK,Orange Choco,29/06/2024,"$2,252.94",196
Karlen McCaffrey,Australia,70% Dark Bites,24/06/2024,$278.78,332
Gunar Cockshoot,Canada,Mint Chip Choco,01/07/2024,"$8,936.91",442
Roddy Speechley,USA,Peanut Butter Cubes,25/02/2024,"$2,010.22",144
Curtice Advani,Canada,Smooth Sliky Salty,01/08/2024,"$2,901.91",12
Oby Sorrel,Australia,Milk Bars,21/06/2024,"$9,231.31",278
Camilla Castle,New Zealand,Spicy Special Slims,25/01/2024,"$12,744.67",26
Gigi Bohling,UK,Milk Bars,17/05/2024,"$1,436.97",248
Andria Kimpton,Australia,85% Dark Bars,23/08/2024,"$4,900.32",254
Camilla Castle,Australia,Smooth Sliky Salty,03/03/2024,"$8,263.11",129
Roddy Speechley,India,Caramel Stuffed Bars,30/05/2024,"$10,139.68",552
Karlen McCaffrey,USA,Drinking Coco,29/06/2024,$132.68,243
Andria Kimpton,Canada,Organic Choco Syrup,04/01/2024,"$9,479.63",217
Jehu Rudeforth,Australia,Drinking Coco,14/01/2024,"$3,114.84",65
Karlen McCaffrey,USA,Mint Chip Choco,15/02/2024,"$17,866.48",58
Curtice Advani,New Zealand,Spicy Special Slims,10/01/2024,"$4,651.03",494
Madelene Upcott,USA,White Choc,04/05/2024,"$14,360.42",218
Andria Kimpton,USA,Spicy Special Slims,23/05/2024,"$2,595.52",5
Barr Faughny,New Zealand,Fruit & Nut Bars,26/04/2024,"$1,853.03",153
Oby Sorrel,Canada,Organic Choco Syrup,05/07/2024,"$1,392.99",70
Madelene Upcott,UK,Organic Choco Syrup,21/07/2024,"$7,943.17",174
Dotty Strutley,USA,Mint Chip Choco,21/02/2024,"$5,552.79",272
Kelci Walkden,USA,Orange Choco,03/02/2024,"$1,539.14",143
Gigi Bohling,Australia,Caramel Stuffed Bars,08/07/2024,"$9,117.77",154
Mallorie Waber,India,50% Dark Bites,31/05/2024,$631.02,140
Van Tuxwell,New Zealand,Mint Chip Choco,27/06/2024,"$4,486.37",104
Van Tuxwell,India,50% Dark Bites,13/05/2024,"$5,591.29",132
Van Tuxwell,USA,Manuka Honey Choco,31/05/2024,"$2,662.54",102
Wilone O'Kielt,USA,Orange Choco,28/02/2024,"$7,481.93",38
Barr Faughny,New Zealand,Eclairs,28/03/2024,"$7,418.41",31
Gigi Bohling,USA,After Nines,14/01/2024,"$1,969.06",235
Barr Faughny,New Zealand,Mint Chip Choco,21/02/2024,"$7,197.75",159
Dennison Crosswaite,Canada,85% Dark Bars,01/08/2024,"$11,719.06",87
Beverie Moffet,New Zealand,Smooth Sliky Salty,19/05/2024,"$2,755.14",63
Husein Augar,USA,White Choc,13/07/2024,"$2,438.56",61
Andria Kimpton,Australia,Peanut Butter Cubes,20/04/2024,"$7,661.86",144
Dennison Crosswaite,India,85% Dark Bars,30/06/2024,"$4,886.15",23
Curtice Advani,UK,50% Dark Bites,08/03/2024,"$3,572.26",156
Gunar Cockshoot,USA,Fruit & Nut Bars,09/03/2024,"$6,937.75",94
Oby Sorrel,Canada,Raspberry Choco,16/06/2024,"$1,941.25",221
Gigi Bohling,UK,Drinking Coco,30/06/2024,"$6,173.15",46
Kelci Walkden,India,Mint Chip Choco,28/07/2024,"$3,105.45",116
Karlen McCaffrey,Canada,Peanut Butter Cubes,12/08/2024,"$3,691.60",154
Barr Faughny,UK,Mint Chip Choco,07/07/2024,"$3,950.65",324
Barr Faughny,USA,85% Dark Bars,25/08/2024,"$13,497.17",49
Husein Augar,Canada,Eclairs,17/01/2024,"$4,389.23",241
Jan Morforth,Australia,70% Dark Bites,04/03/2024,"$6,310.98",366
Marney O'Breen,New Zealand,Fruit & Nut Bars,25/08/2024,"$9,693.37",4
Ches Bonnell,UK,Peanut Butter Cubes,15/04/2024,"$2,348.20",266
Kaine Padly,USA,Organic Choco Syrup,11/03/2024,"$2,518.50",24
Camilla Castle,USA,Raspberry Choco,20/05/2024,"$3,516.72",17
Brien Boise,New Zealand,Manuka Honey Choco,14/06/2024,"$16,807.37",44
Jehu Rudeforth,New Zealand,After Nines,14/04/2024,"$1,736.59",70
Jehu Rudeforth,USA,Smooth Sliky Salty,07/07/2024,"$7,900.11",168
Madelene Upcott,India,Mint Chip Choco,24/08/2024,"$4,016.89",71
Jehu Rudeforth,India,Eclairs,24/02/2024,"$9,642.62",140
Karlen McCaffrey,Canada,Raspberry Choco,09/05/2024,$773.70,217
Kaine Padly,Australia,70% Dark Bites,08/02/2024,"$7,852.03",240
Roddy Speechley,UK,70% Dark Bites,24/03/2024,"$1,649.57",293
Rafaelita Blaksland,USA,Drinking Coco,20/06/2024,"$9,333.45",78
Mallorie Waber,Canada,Manuka Honey Choco,07/03/2024,"$1,540.11",117
Kaine Padly,Australia,Fruit & Nut Bars,20/06/2024,"$7,840.94",82
Oby Sorrel,New Zealand,Organic Choco Syrup,17/02/2024,"$17,102.97",267
Madelene Upcott,UK,99% Dark & Pure,26/01/2024,"$11,496.42",49
Madelene Upcott,Australia,Mint Chip Choco,02/05/2024,"$3,072.89",166
Curtice Advani,Canada,99% Dark & Pure,07/07/2024,"$14,990.79",7
Rafaelita Blaksland,Australia,Baker's Choco Chips,22/08/2024,"$3,170.18",49
Karlen McCaffrey,Australia,After Nines,11/08/2024,"$2,528.14",67
Marney O'Breen,UK,99% Dark & Pure,13/01/2024,"$8,551.60",208
Gunar Cockshoot,Australia,50% Dark Bites,02/03/2024,"$13,072.95",119
Marney O'Breen,Australia,Choco Coated Almonds,27/07/2024,"$11,987.26",41
Kelci Walkden,New Zealand,Drinking Coco,10/03/2024,"$18,385.44",116
Beverie Moffet,USA,85% Dark Bars,23/08/2024,"$14,028.40",344
Roddy Speechley,USA,Eclairs,25/04/2024,"$4,812.71",169
Dennison Crosswaite,UK,Milk Bars,07/03/2024,"$11,963.91",446
Wilone O'Kielt,UK,Organic Choco Syrup,12/07/2024,"$5,574.83",52
Madelene Upcott,USA,Orange Choco,16/05/2024,"$9,205.15",144
Gunar Cockshoot,India,Smooth Sliky Salty,02/03/2024,"$4,133.74",69
Marney O'Breen,New Zealand,85% Dark Bars,30/05/2024,"$1,312.23",164
Marney O'Breen,UK,Manuka Honey Choco,10/06/2024,"$11,735.75",185
Brien Boise,USA,99% Dark & Pure,25/07/2024,"$7,650.76",358
Beverie Moffet,New Zealand,Mint Chip Choco,09/06/2024,"$4,994.93",98
Dennison Crosswaite,USA,Milk Bars,12/05/2024,$890.78,62
Gunar Cockshoot,USA,Drinking Coco,09/05/2024,"$4,142.16",5
Brien Boise,Canada,Manuka Honey Choco,09/08/2024,"$7,308.24",178
Van Tuxwell,India,Choco Coated Almonds,13/04/2024,"$6,833.86",115
Andria Kimpton,USA,Caramel Stuffed Bars,02/05/2024,"$8,878.27",47
Dotty Strutley,USA,99% Dark & Pure,09/08/2024,"$4,134.93",307
Camilla Castle,Australia,Raspberry Choco,23/08/2024,"$6,641.89",188
Gunar Cockshoot,India,Spicy Special Slims,13/05/2024,"$7,117.30",174
Karlen McCaffrey,USA,Manuka Honey Choco,01/02/2024,"$11,815.59",68
Camilla Castle,USA,50% Dark Bites,23/06/2024,"$6,962.79",303
Madelene Upcott,UK,Choco Coated Almonds,24/05/2024,"$11,786.42",147
Jan Morforth,Canada,Mint Chip Choco,01/04/2024,"$1,200.19",224
Camilla Castle,Canada,70% Dark Bites,27/07/2024,"$10,791.08",166
Ches Bonnell,India,Peanut Butter Cubes,27/01/2024,"$26,170.95",224
Jan Morforth,India,Choco Coated Almonds,12/08/2024,"$2,987.81",136
Gigi Bohling,Canada,Almond Choco,01/02/2024,"$11,705.99",47
Rafaelita Blaksland,India,After Nines,02/03/2024,"$5,256.03",201
Kelci Walkden,Australia,99% Dark & Pure,30/06/2024,"$3,794.10",36
Dotty Strutley,Australia,Spicy Special Slims,17/01/2024,"$9,655.30",97
Brien Boise,USA,Milk Bars,07/07/2024,"$16,001.54",133
Mallorie Waber,New Zealand,Mint Chip Choco,31/01/2024,"$1,386.10",104
Beverie Moffet,UK,99% Dark & Pure,10/08/2024,"$3,821.76",122
Beverie Moffet,USA,Peanut Butter Cubes,18/08/2024,"$15,722.43",351
Brien Boise,New Zealand,White Choc,15/06/2024,"$6,287.25",340
Marney O'Breen,USA,Baker's Choco Chips,26/01/2024,"$9,831.97",9
Kelci Walkden,USA,Spicy Special Slims,29/04/2024,$90.36,73
Mallorie Waber,Canada,White Choc,03/03/2024,"$3,799.50",71
Kaine Padly,Australia,Almond Choco,22/02/2024,"$4,674.20",422
Oby Sorrel,USA,Smooth Sliky Salty,04/03/2024,"$4,011.83",169
Dennison Crosswaite,India,Smooth Sliky Salty,07/07/2024,"$3,429.85",9
Camilla Castle,New Zealand,Caramel Stuffed Bars,17/06/2024,"$4,920.68",380
Jan Morforth,Canada,Caramel Stuffed Bars,02/08/2024,"$10,049.72",118
Oby Sorrel,USA,Baker's Choco Chips,12/08/2024,"$8,485.10",120
Madelene Upcott,New Zealand,Peanut Butter Cubes,28/01/2024,"$6,030.31",351
Kelci Walkden,Australia,Orange Choco,29/04/2024,"$13,331.77",443
Marney O'Breen,Australia,Manuka Honey Choco,05/04/2024,"$15,245.95",233
Kaine Padly,Canada,Manuka Honey Choco,18/01/2024,"$11,618.55",133
Jehu Rudeforth,UK,Baker's Choco Chips,16/05/2024,"$2,629.59",98
Kelci Walkden,Australia,White Choc,24/08/2024,"$10,089.49",168
Curtice Advani,India,85% Dark Bars,18/01/2024,$308.24,402
Kaine Padly,USA,Eclairs,22/08/2024,"$7,978.76",10
Gunar Cockshoot,UK,99% Dark & Pure,07/03/2024,$8.16,84
Beverie Moffet,UK,Choco Coated Almonds,04/03/2024,"$3,303.13",73
Dotty Strutley,Canada,Manuka Honey Choco,22/04/2024,"$13,959.74",113
Kaine Padly,Australia,Milk Bars,09/06/2024,"$4,251.42",91
Jan Morforth,Canada,Fruit & Nut Bars,25/07/2024,"$9,885.53",217
Jan Morforth,India,Smooth Sliky Salty,03/08/2024,"$12,864.47",93
Rafaelita Blaksland,Australia,Manuka Honey Choco,03/08/2024,"$5,245.60",144
Jehu Rudeforth,UK,Milk Bars,03/05/2024,"$14,345.50",219
Husein Augar,Canada,After Nines,19/01/2024,"$11,462.19",288
Roddy Speechley,USA,50% Dark Bites,11/02/2024,"$11,667.94",306
Van Tuxwell,India,Almond Choco,14/06/2024,"$7,455.17",383
Kelci Walkden,USA,50% Dark Bites,23/03/2024,"$7,203.64",234
Madelene Upcott,Canada,85% Dark Bars,17/02/2024,"$8,081.58",105
Dennison Crosswaite,Canada,Smooth Sliky Salty,17/03/2024,"$2,055.40",485
Mallorie Waber,Australia,Spicy Special Slims,29/06/2024,"$6,476.09",304
Ches Bonnell,Canada,Choco Coated Almonds,24/08/2024,"$17,490.08",289
Gigi Bohling,Canada,Spicy Special Slims,04/07/2024,"$13,644.00",281
Roddy Speechley,New Zealand,Almond Choco,28/03/2024,"$2,930.46",70
Curtice Advani,India,Smooth Sliky Salty,19/04/2024,"$22,717.09",143
Ches Bonnell,New Zealand,Mint Chip Choco,18/01/2024,"$9,471.72",248
Van Tuxwell,New Zealand,Fruit & Nut Bars,17/01/2024,"$3,400.47",92
Andria Kimpton,New Zealand,Mint Chip Choco,15/02/2024,"$10,696.21",201
Andria Kimpton,UK,Milk Bars,11/02/2024,"$17,101.67",307
Camilla Castle,USA,Manuka Honey Choco,21/03/2024,"$18,936.88",180
Gunar Cockshoot,New Zealand,Almond Choco,05/01/2024,"$6,015.37",136
Brien Boise,India,Raspberry Choco,30/05/2024,"$7,623.58",162
Jehu Rudeforth,USA,99% Dark & Pure,04/01/2024,"$2,996.83",227
Beverie Moffet,Australia,Fruit & Nut Bars,22/04/2024,"$1,718.97",260
Gigi Bohling,Canada,Milk Bars,10/02/2024,"$3,523.33",114
Dotty Strutley,India,Spicy Special Slims,12/08/2024,"$1,092.36",209
Gunar Cockshoot,USA,Organic Choco Syrup,10/08/2024,"$2,495.71",310
Kelci Walkden,Australia,Raspberry Choco,07/06/2024,$813.41,58
Jehu Rudeforth,India,Baker's Choco Chips,06/06/2024,"$2,489.06",81
Karlen McCaffrey,New Zealand,Baker's Choco Chips,05/04/2024,"$5,701.35",201
Wilone O'Kielt,USA,50% Dark Bites,18/04/2024,"$5,084.32",126
Andria Kimpton,India,50% Dark Bites,31/01/2024,"$15,789.48",16
Madelene Upcott,USA,Baker's Choco Chips,22/08/2024,"$6,541.75",141
Jehu Rudeforth,Australia,99% Dark & Pure,25/02/2024,"$11,409.11",217
Jan Morforth,Australia,Mint Chip Choco,22/02/2024,"$19,258.41",99
Oby Sorrel,New Zealand,Milk Bars,12/01/2024,"$5,074.86",201
Brien Boise,UK,Almond Choco,25/05/2024,$115.90,120
Kelci Walkden,India,Smooth Sliky Salty,01/02/2024,"$2,797.19",9
Rafaelita Blaksland,UK,Eclairs,27/04/2024,"$1,608.04",75
Gigi Bohling,USA,Smooth Sliky Salty,22/07/2024,"$2,960.99",133
Curtice Advani,New Zealand,Mint Chip Choco,26/01/2024,"$3,703.51",260
Curtice Advani,USA,Mint Chip Choco,24/08/2024,"$5,679.57",285
Madelene Upcott,New Zealand,Fruit & Nut Bars,18/01/2024,"$6,764.17",20
Karlen McCaffrey,India,85% Dark Bars,30/03/2024,"$1,108.85",87
Ches Bonnell,Australia,Caramel Stuffed Bars,17/01/2024,"$9,477.32",160
Kelci Walkden,USA,Fruit & Nut Bars,17/02/2024,"$5,301.93",155
Kelci Walkden,Canada,Peanut Butter Cubes,08/04/2024,"$8,041.25",43
Gigi Bohling,Canada,Drinking Coco,06/07/2024,"$3,716.17",89
Husein Augar,India,Fruit & Nut Bars,04/04/2024,"$4,591.77",222
Jan Morforth,New Zealand,Organic Choco Syrup,02/03/2024,"$1,928.33",217
Gigi Bohling,New Zealand,Raspberry Choco,09/08/2024,"$1,225.12",186
Dennison Crosswaite,Australia,Milk Bars,09/06/2024,"$11,326.55",296
Ches Bonnell,UK,Caramel Stuffed Bars,02/06/2024,"$3,063.08",301
Van Tuxwell,USA,Fruit & Nut Bars,05/07/2024,"$7,093.33",233
Andria Kimpton,Canada,Eclairs,11/08/2024,$337.37,120
Madelene Upcott,India,Choco Coated Almonds,11/02/2024,"$3,764.59",158
Kelci Walkden,New Zealand,Spicy Special Slims,11/08/2024,$695.32,68
Roddy Speechley,Australia,Drinking Coco,12/05/2024,"$14,609.99",111
Wilone O'Kielt,USA,Milk Bars,15/07/2024,"$5,298.68",96
Andria Kimpton,India,Organic Choco Syrup,18/01/2024,"$4,552.30",132
Madelene Upcott,UK,Fruit & Nut Bars,05/01/2024,"$9,099.26",199
Curtice Advani,Australia,50% Dark Bites,29/06/2024,$603.97,239
Brien Boise,Canada,Raspberry Choco,14/06/2024,"$3,172.23",46
Gunar Cockshoot,India,Mint Chip Choco,08/08/2024,"$4,737.32",74
